variant,item_id,subject,difficulty,question,answer,prediction_initial,confidence_initial,prediction_final,confidence_final,outcome,revision_action,citation_score_initial,fact_score_initial,citation_score_final,fact_score_final,hallucination,abstention,overconfident_error,unsupported_citation,misinformation_event,self_corrected
self_verifying_tutor,Q0118,chemistry,easy,Chemical symbol for sodium (variant 8)?,Na,Na,0.623,Na,0.651,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0119,chemistry,easy,Water is composed of which elements (variant 8)?,Hydrogen and oxygen,Carbon and hydrogen,0.501,Hydrogen and oxygen,0.55,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0120,chemistry,challenge,Avogadro's number is approximately (variant 8)?,6.02×10^23,ABSTAIN,0.454,ABSTAIN,0.454,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
self_verifying_tutor,Q0121,biology,easy,DNA stands for?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.798,Deoxyribonucleic acid,0.826,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0122,biology,easy,Basic unit of life?,Cell,ABSTAIN,0.32,ABSTAIN,0.32,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
self_verifying_tutor,Q0123,biology,easy,Photosynthesis mainly occurs in?,Chloroplast,Chloroplast,0.83,Chloroplast,0.858,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0124,biology,easy,Which molecule carries genetic information?,DNA,DNA,0.778,DNA,0.806,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0125,biology,medium,Humans typically have how many chromosomes?,46,46,0.66,46,0.688,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0126,biology,easy,DNA stands for (variant 2)?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.822,Deoxyribonucleic acid,0.85,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0127,biology,easy,Basic unit of life (variant 2)?,Cell,Cell,0.874,Cell,0.902,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0128,biology,easy,Photosynthesis mainly occurs in (variant 2)?,Chloroplast,Chloroplast,0.722,Chloroplast,0.75,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0129,biology,easy,Which molecule carries genetic information (variant 2)?,DNA,DNA,0.741,DNA,0.769,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0130,biology,medium,Humans typically have how many chromosomes (variant 2)?,46,23,0.672,23,0.672,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
self_verifying_tutor,Q0131,biology,easy,DNA stands for (variant 3)?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.784,Deoxyribonucleic acid,0.812,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0132,biology,easy,Basic unit of life (variant 3)?,Cell,ABSTAIN,0.359,ABSTAIN,0.359,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
self_verifying_tutor,Q0133,biology,easy,Photosynthesis mainly occurs in (variant 3)?,Chloroplast,Chloroplast,0.703,Chloroplast,0.731,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0134,biology,easy,Which molecule carries genetic information (variant 3)?,DNA,DNA,0.85,DNA,0.878,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0135,biology,medium,Humans typically have how many chromosomes (variant 3)?,46,46,0.789,46,0.817,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0136,biology,easy,DNA stands for (variant 4)?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.676,Deoxyribonucleic acid,0.704,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0137,biology,easy,Basic unit of life (variant 4)?,Cell,Cell,0.879,Cell,0.907,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0138,biology,easy,Photosynthesis mainly occurs in (variant 4)?,Chloroplast,Chloroplast,0.865,Chloroplast,0.893,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0139,biology,easy,Which molecule carries genetic information (variant 4)?,DNA,DNA,0.774,DNA,0.802,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0140,biology,medium,Humans typically have how many chromosomes (variant 4)?,46,46,0.867,46,0.895,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0141,biology,easy,DNA stands for (variant 5)?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.892,Deoxyribonucleic acid,0.92,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0142,biology,easy,Basic unit of life (variant 5)?,Cell,Organ,0.944,Organ,0.944,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
self_verifying_tutor,Q0143,biology,easy,Photosynthesis mainly occurs in (variant 5)?,Chloroplast,Nucleus,0.687,Chloroplast,0.697,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0144,biology,easy,Which molecule carries genetic information (variant 5)?,DNA,DNA,0.671,DNA,0.699,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0145,biology,medium,Humans typically have how many chromosomes (variant 5)?,46,48,0.642,46,0.652,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0146,biology,easy,DNA stands for (variant 6)?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.672,Deoxyribonucleic acid,0.7,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0147,biology,easy,Basic unit of life (variant 6)?,Cell,Atom,0.68,Cell,0.69,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0148,biology,easy,Photosynthesis mainly occurs in (variant 6)?,Chloroplast,Chloroplast,0.86,Chloroplast,0.888,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0149,biology,easy,Which molecule carries genetic information (variant 6)?,DNA,DNA,0.678,DNA,0.706,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0150,biology,medium,Humans typically have how many chromosomes (variant 6)?,46,46,0.856,46,0.884,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0151,biology,easy,DNA stands for (variant 7)?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.829,Deoxyribonucleic acid,0.857,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0152,biology,easy,Basic unit of life (variant 7)?,Cell,ABSTAIN,0.43,ABSTAIN,0.43,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
self_verifying_tutor,Q0153,biology,easy,Photosynthesis mainly occurs in (variant 7)?,Chloroplast,Chloroplast,0.884,Chloroplast,0.912,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0154,biology,easy,Which molecule carries genetic information (variant 7)?,DNA,DNA,0.889,DNA,0.917,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0155,biology,medium,Humans typically have how many chromosomes (variant 7)?,46,46,0.619,46,0.647,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0156,biology,easy,DNA stands for (variant 8)?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.777,Deoxyribonucleic acid,0.805,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0157,biology,easy,Basic unit of life (variant 8)?,Cell,Cell,0.832,Cell,0.86,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0158,biology,easy,Photosynthesis mainly occurs in (variant 8)?,Chloroplast,Chloroplast,0.757,Chloroplast,0.785,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0159,biology,easy,Which molecule carries genetic information (variant 8)?,DNA,DNA,0.846,DNA,0.874,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0160,biology,medium,Humans typically have how many chromosomes (variant 8)?,46,46,0.969,46,0.98,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0161,history,easy,Who was the first President of the United States?,George Washington,George Washington,0.712,George Washington,0.74,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0162,history,easy,World War II ended in which year?,1945,1945,0.697,1945,0.725,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0163,history,medium,The Renaissance began in which region?,Italy,Germany,0.865,Germany,0.865,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
self_verifying_tutor,Q0164,history,easy,The Great Wall is associated with which country?,China,ABSTAIN,0.294,ABSTAIN,0.294,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
self_verifying_tutor,Q0165,history,easy,The printing press is closely associated with?,Gutenberg,ABSTAIN,0.314,ABSTAIN,0.314,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
self_verifying_tutor,Q0166,history,easy,Who was the first President of the United States (variant 2)?,George Washington,Abraham Lincoln,0.658,George Washington,0.668,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0167,history,easy,World War II ended in which year (variant 2)?,1945,ABSTAIN,0.457,ABSTAIN,0.457,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
self_verifying_tutor,Q0168,history,medium,The Renaissance began in which region (variant 2)?,Italy,Italy,0.715,Italy,0.743,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0169,history,easy,The Great Wall is associated with which country (variant 2)?,China,India,0.766,China,0.776,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0170,history,easy,The printing press is closely associated with (variant 2)?,Gutenberg,Gutenberg,0.81,Gutenberg,0.838,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0171,history,easy,Who was the first President of the United States (variant 3)?,George Washington,George Washington,0.731,George Washington,0.759,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0172,history,easy,World War II ended in which year (variant 3)?,1945,1944,0.956,1945,0.92,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0173,history,medium,The Renaissance began in which region (variant 3)?,Italy,Italy,0.742,Italy,0.77,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0174,history,easy,The Great Wall is associated with which country (variant 3)?,China,China,0.861,China,0.889,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0175,history,easy,The printing press is closely associated with (variant 3)?,Gutenberg,ABSTAIN,0.36,ABSTAIN,0.36,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
self_verifying_tutor,Q0176,history,easy,Who was the first President of the United States (variant 4)?,George Washington,George Washington,0.856,George Washington,0.884,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0177,history,easy,World War II ended in which year (variant 4)?,1945,1945,0.731,1945,0.759,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0178,history,medium,The Renaissance began in which region (variant 4)?,Italy,Germany,0.919,Germany,0.919,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
self_verifying_tutor,Q0179,history,easy,The Great Wall is associated with which country (variant 4)?,China,India,0.99,China,0.92,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0180,history,easy,The printing press is closely associated with (variant 4)?,Gutenberg,Gutenberg,0.808,Gutenberg,0.836,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0181,history,easy,Who was the first President of the United States (variant 5)?,George Washington,George Washington,0.615,George Washington,0.643,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0182,history,easy,World War II ended in which year (variant 5)?,1945,1945,0.785,1945,0.813,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0183,history,medium,The Renaissance began in which region (variant 5)?,Italy,Germany,0.843,Italy,0.853,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0184,history,easy,The Great Wall is associated with which country (variant 5)?,China,China,0.827,China,0.855,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0185,history,easy,The printing press is closely associated with (variant 5)?,Gutenberg,ABSTAIN,0.31,ABSTAIN,0.31,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
self_verifying_tutor,Q0186,history,easy,Who was the first President of the United States (variant 6)?,George Washington,George Washington,0.751,George Washington,0.779,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0187,history,easy,World War II ended in which year (variant 6)?,1945,1945,0.831,1945,0.859,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0188,history,medium,The Renaissance began in which region (variant 6)?,Italy,Italy,0.681,Italy,0.709,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0189,history,easy,The Great Wall is associated with which country (variant 6)?,China,ABSTAIN,0.215,ABSTAIN,0.215,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
self_verifying_tutor,Q0190,history,easy,The printing press is closely associated with (variant 6)?,Gutenberg,Gutenberg,0.948,Gutenberg,0.976,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0191,history,easy,Who was the first President of the United States (variant 7)?,George Washington,George Washington,0.761,George Washington,0.789,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0192,history,easy,World War II ended in which year (variant 7)?,1945,ABSTAIN,0.393,ABSTAIN,0.393,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
self_verifying_tutor,Q0193,history,medium,The Renaissance began in which region (variant 7)?,Italy,Spain,0.622,Italy,0.632,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0194,history,easy,The Great Wall is associated with which country (variant 7)?,China,China,0.809,China,0.837,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0195,history,easy,The printing press is closely associated with (variant 7)?,Gutenberg,Edison,0.869,Gutenberg,0.879,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0196,history,easy,Who was the first President of the United States (variant 8)?,George Washington,George Washington,0.69,George Washington,0.718,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0197,history,easy,World War II ended in which year (variant 8)?,1945,1945,0.851,1945,0.879,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0198,history,medium,The Renaissance began in which region (variant 8)?,Italy,ABSTAIN,0.387,ABSTAIN,0.387,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
self_verifying_tutor,Q0199,history,easy,The Great Wall is associated with which country (variant 8)?,China,China,0.911,China,0.939,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0200,history,easy,The printing press is closely associated with (variant 8)?,Gutenberg,Gutenberg,0.684,Gutenberg,0.712,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0201,geography,easy,Largest ocean on Earth?,Pacific,Pacific,0.884,Pacific,0.912,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0202,geography,easy,Capital of Canada?,Ottawa,Ottawa,0.762,Ottawa,0.79,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0203,geography,medium,The Nile flows into which sea?,Mediterranean Sea,Mediterranean Sea,0.755,Mediterranean Sea,0.783,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0204,geography,easy,Mount Everest lies in which mountain range?,Himalayas,Andes,0.576,Himalayas,0.586,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0205,geography,easy,Sahara is a?,Desert,Desert,0.849,Desert,0.877,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0206,geography,easy,Largest ocean on Earth (variant 2)?,Pacific,Pacific,0.788,Pacific,0.816,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0207,geography,easy,Capital of Canada (variant 2)?,Ottawa,Montreal,0.917,Ottawa,0.92,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0208,geography,medium,The Nile flows into which sea (variant 2)?,Mediterranean Sea,Mediterranean Sea,0.686,Mediterranean Sea,0.714,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0209,geography,easy,Mount Everest lies in which mountain range (variant 2)?,Himalayas,Himalayas,0.711,Himalayas,0.739,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0210,geography,easy,Sahara is a (variant 2)?,Desert,River,0.763,Desert,0.773,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0211,geography,easy,Largest ocean on Earth (variant 3)?,Pacific,Arctic,0.665,Pacific,0.675,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0212,geography,easy,Capital of Canada (variant 3)?,Ottawa,Ottawa,0.684,Ottawa,0.712,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0213,geography,medium,The Nile flows into which sea (variant 3)?,Mediterranean Sea,Mediterranean Sea,0.846,Mediterranean Sea,0.874,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0214,geography,easy,Mount Everest lies in which mountain range (variant 3)?,Himalayas,Himalayas,0.769,Himalayas,0.797,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0215,geography,easy,Sahara is a (variant 3)?,Desert,Desert,0.672,Desert,0.7,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0216,geography,easy,Largest ocean on Earth (variant 4)?,Pacific,Pacific,0.932,Pacific,0.96,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0217,geography,easy,Capital of Canada (variant 4)?,Ottawa,Ottawa,0.617,Ottawa,0.645,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0218,geography,medium,The Nile flows into which sea (variant 4)?,Mediterranean Sea,Red Sea,0.99,Mediterranean Sea,0.92,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0219,geography,easy,Mount Everest lies in which mountain range (variant 4)?,Himalayas,Himalayas,0.731,Himalayas,0.759,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0220,geography,easy,Sahara is a (variant 4)?,Desert,Desert,0.851,Desert,0.879,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0221,geography,easy,Largest ocean on Earth (variant 5)?,Pacific,Pacific,0.893,Pacific,0.921,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0222,geography,easy,Capital of Canada (variant 5)?,Ottawa,Ottawa,0.73,Ottawa,0.758,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0223,geography,medium,The Nile flows into which sea (variant 5)?,Mediterranean Sea,Mediterranean Sea,0.732,Mediterranean Sea,0.76,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0224,geography,easy,Mount Everest lies in which mountain range (variant 5)?,Himalayas,Himalayas,0.694,Himalayas,0.722,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0225,geography,easy,Sahara is a (variant 5)?,Desert,Desert,0.891,Desert,0.919,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0226,geography,easy,Largest ocean on Earth (variant 6)?,Pacific,ABSTAIN,0.461,ABSTAIN,0.461,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
self_verifying_tutor,Q0227,geography,easy,Capital of Canada (variant 6)?,Ottawa,Montreal,0.638,Ottawa,0.648,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0228,geography,medium,The Nile flows into which sea (variant 6)?,Mediterranean Sea,Arabian Sea,0.577,Mediterranean Sea,0.587,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0229,geography,easy,Mount Everest lies in which mountain range (variant 6)?,Himalayas,Andes,0.73,Andes,0.73,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
self_verifying_tutor,Q0230,geography,easy,Sahara is a (variant 6)?,Desert,Desert,0.732,Desert,0.76,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0231,geography,easy,Largest ocean on Earth (variant 7)?,Pacific,Pacific,0.878,Pacific,0.906,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0232,geography,easy,Capital of Canada (variant 7)?,Ottawa,ABSTAIN,0.221,ABSTAIN,0.221,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
self_verifying_tutor,Q0233,geography,medium,The Nile flows into which sea (variant 7)?,Mediterranean Sea,Red Sea,0.99,Red Sea,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
self_verifying_tutor,Q0234,geography,easy,Mount Everest lies in which mountain range (variant 7)?,Himalayas,Himalayas,0.701,Himalayas,0.729,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0235,geography,easy,Sahara is a (variant 7)?,Desert,Desert,0.845,Desert,0.873,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0236,geography,easy,Largest ocean on Earth (variant 8)?,Pacific,Pacific,0.773,Pacific,0.801,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0237,geography,easy,Capital of Canada (variant 8)?,Ottawa,Vancouver,0.703,Ottawa,0.713,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0238,geography,medium,The Nile flows into which sea (variant 8)?,Mediterranean Sea,Mediterranean Sea,0.79,Mediterranean Sea,0.818,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0239,geography,easy,Mount Everest lies in which mountain range (variant 8)?,Himalayas,Himalayas,0.768,Himalayas,0.796,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0240,geography,easy,Sahara is a (variant 8)?,Desert,Desert,0.639,Desert,0.667,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0241,computer_science,easy,CPU stands for?,Central Processing Unit,Central Program Utility,0.847,Central Processing Unit,0.857,correct,self_corrected,1.0,0.0,1.0,1.0,0,0,0,0,0,1
self_verifying_tutor,Q0242,computer_science,easy,Binary uses which digits?,0 and 1,0 and 1,0.695,0 and 1,0.723,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0243,computer_science,easy,What does RAM stand for?,Random Access Memory,Random Access Memory,0.781,Random Access Memory,0.809,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0244,computer_science,easy,HTTP is primarily used for?,Web communication,Web communication,0.842,Web communication,0.87,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0245,computer_science,medium,Which data structure follows FIFO?,Queue,Queue,0.778,Queue,0.806,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
self_verifying_tutor,Q0246,computer_science,easy,CPU stands for (variant 2)?,Central Processing Unit,Central Processing Unit,0.768,Central Processing Unit,0.796,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
